site_seq,sitecode,site,year,sample_date,sample_id,code,samp_pt_name,lab,lab_id,method,method_name,parameter,concentration,units,lab_qualifier,qualifier,qual_description,rl,mdl,prep_method,dilution_factor,cas_no,conc_ugg,conc_ngg,rl_ugg,rl_ngg
76080,CBEEEE,EAST END BEACH,2011,2011-10-03,CBEEEE REP 3 2011,CBEEEE_REP_3_2011_2011_1,REP 3 2011,AXYS ANALYTICAL SERVICES,L17179-7,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH24-H,354.515,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14290,0.35451499999999997,354.515,NA,NA
76080,CBEEEE,EAST END BEACH,2011,2011-10-03,CBEEEE REP 3 2011,CBEEEE_REP_3_2011_2011_1,REP 3 2011,AXYS ANALYTICAL SERVICES,L17179-7,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH40-H,1102.915,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14293,1.102915,1102.915,NA,NA
76080,CBEEEE,EAST END BEACH,2011,2011-10-03,CBEEEE REP 3 2011,CBEEEE_REP_3_2011_2011_1,REP 3 2011,AXYS ANALYTICAL SERVICES,L17179-7,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH-H,1352.844,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14284,1.3528440000000002,1352.844,NA,NA
76080,CBEEEE,EAST END BEACH,2011,2011-10-03,CBEEEE REP 3 2011,CBEEEE_REP_3_2011_2011_1,REP 3 2011,AXYS ANALYTICAL SERVICES,L17179-7,MLA-007-E1,AXYS INTERNAL METHOD FOR DETERMINATION OF ORGANOCHLORINE PESTICIDES IN WATER BY CAPILLARY GAS CHROMATOGRAPHY,TOTAL PESTICIDES21-H,18.1215,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14296,0.018121500000000002,18.1215,NA,NA
76080,CBEEEE,EAST END BEACH,2011,2011-10-03,CBEEEE REP 3 2011,CBEEEE_REP_3_2011_2011_1,REP 3 2011,AXYS ANALYTICAL SERVICES,L17179-7 L,CALCULATED,CALCULATED,PCB TOTAL TEQ (ND=1/2 DL),1.56,PG/G,NA,NA,NA,NA,NA,E1668A,1,DEP14138,1.5599999999999999e-6,0.0015600000000000002,NA,NA
76080,CBEEEE,EAST END BEACH,2011,2011-10-03,CBEEEE REP 4 2011,CBEEEE_REP_4_2011_2011_1,REP 4 2011,AXYS ANALYTICAL SERVICES,L17179-8,CALCULATED,CALCULATED,PCB TOTAL TEQ (ND=1/2 DL),1.03,PG/G,NA,NA,NA,NA,NA,E1668A,1,DEP14138,1.0299999999999999e-6,0.00103,NA,NA
76080,CBEEEE,EAST END BEACH,2011,2011-10-03,CBEEEE REP 3 2011,CBEEEE_REP_3_2011_2011_1,REP 3 2011,AXYS ANALYTICAL SERVICES,L17179-7 LW,E1668A,"EPA: CHLORINATED BIPHENYL CONGENERS IN WATER, SOIL, SEDIMENT, AND TISSUE BY HRGC/HRMS",TOTAL PCB-H,37589.16,PG/G,NA,NA,NA,NA,NA,NA,NA,DEP14151,0.03758916,37.58916000000001,NA,NA
76080,CBEEEE,EAST END BEACH,2011,2011-10-03,CBEEEE REP 4 2011,CBEEEE_REP_4_2011_2011_1,REP 4 2011,AXYS ANALYTICAL SERVICES,L17179-8,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH19-H,287.73,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14287,0.28773000000000004,287.73,NA,NA
76080,CBEEEE,EAST END BEACH,2011,2011-10-03,CBEEEE REP 4 2011,CBEEEE_REP_4_2011_2011_1,REP 4 2011,AXYS ANALYTICAL SERVICES,L17179-8,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH24-H,361.26,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14290,0.36126,361.26,NA,NA
76080,CBEEEE,EAST END BEACH,2011,2011-10-03,CBEEEE REP 4 2011,CBEEEE_REP_4_2011_2011_1,REP 4 2011,AXYS ANALYTICAL SERVICES,L17179-8,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH40-H,957.58,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14293,0.9575800000000001,957.58,NA,NA
76080,CBEEEE,EAST END BEACH,2011,2011-10-03,CBEEEE REP 4 2011,CBEEEE_REP_4_2011_2011_1,REP 4 2011,AXYS ANALYTICAL SERVICES,L17179-8,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH-H,1199.284,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14284,1.1992840000000002,1199.284,NA,NA
76080,CBEEEE,EAST END BEACH,2011,2011-10-03,CBEEEE REP 4 2011,CBEEEE_REP_4_2011_2011_1,REP 4 2011,AXYS ANALYTICAL SERVICES,L17179-8,MLA-007-E1,AXYS INTERNAL METHOD FOR DETERMINATION OF ORGANOCHLORINE PESTICIDES IN WATER BY CAPILLARY GAS CHROMATOGRAPHY,TOTAL PESTICIDES21-H,18.179,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14296,0.018178999999999997,18.179,NA,NA
76080,CBEEEE,EAST END BEACH,2011,2011-10-03,CBEEEE REP 4 2011,CBEEEE_REP_4_2011_2011_1,REP 4 2011,AXYS ANALYTICAL SERVICES,L17179-8,E1668A,"EPA: CHLORINATED BIPHENYL CONGENERS IN WATER, SOIL, SEDIMENT, AND TISSUE BY HRGC/HRMS",TOTAL PCB-H,52867.917,PG/G,NA,NA,NA,NA,NA,NA,NA,DEP14151,0.052867917,52.867917000000006,NA,NA
76080,CBEEEE,EAST END BEACH,2013,2013-10-09,CBEEEE REP 1 2013,CBEEEE_REP_1_2013_2013_1,REP 1 2013,AXYS ANALYTICAL SERVICES,L20804-5,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH-H,1270.3545,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14284,1.2703545,1270.3545,NA,NA
76080,CBEEEE,EAST END BEACH,2013,2013-10-09,CBEEEE REP 1 2013,CBEEEE_REP_1_2013_2013_1,REP 1 2013,AXYS ANALYTICAL SERVICES,L20804-5,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH19-H,295.176,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14287,0.295176,295.176,NA,NA
76080,CBEEEE,EAST END BEACH,2013,2013-10-09,CBEEEE REP 1 2013,CBEEEE_REP_1_2013_2013_1,REP 1 2013,AXYS ANALYTICAL SERVICES,L20804-5,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH24-H,366.838,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14290,0.36683800000000005,366.838,NA,NA
76080,CBEEEE,EAST END BEACH,2013,2013-10-09,CBEEEE REP 1 2013,CBEEEE_REP_1_2013_2013_1,REP 1 2013,AXYS ANALYTICAL SERVICES,L20804-5,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH40-H,810.531,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14293,0.810531,810.531,NA,NA
76080,CBEEEE,EAST END BEACH,2013,2013-10-09,CBEEEE REP 1 2013,CBEEEE_REP_1_2013_2013_1,REP 1 2013,AXYS ANALYTICAL SERVICES,L20804-5,CALCULATED,CALCULATED,PCB TOTAL TEQ (ND=1/2 DL),1.336,PG/G,NA,NA,NA,NA,NA,NA,1,DEP14138,1.336e-6,0.0013360000000000002,NA,NA
76080,CBEEEE,EAST END BEACH,2013,2013-10-09,CBEEEE REP 1 2013,CBEEEE_REP_1_2013_2013_1,REP 1 2013,AXYS ANALYTICAL SERVICES,L20804-5,E1668A,"EPA: CHLORINATED BIPHENYL CONGENERS IN WATER, SOIL, SEDIMENT, AND TISSUE BY HRGC/HRMS",TOTAL PCB-H,57134.7598,PG/G,NA,NA,NA,NA,NA,NA,NA,DEP14151,0.0571347598,57.1347598,NA,NA
76080,CBEEEE,EAST END BEACH,2013,2013-10-09,CBEEEE REP 2 2013,CBEEEE_REP_2_2013_2013_1,REP 2 2013,AXYS ANALYTICAL SERVICES,L20804-6,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH-H,1203.0735,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14284,1.2030735,1203.0735,NA,NA
76080,CBEEEE,EAST END BEACH,2013,2013-10-09,CBEEEE REP 2 2013,CBEEEE_REP_2_2013_2013_1,REP 2 2013,AXYS ANALYTICAL SERVICES,L20804-6,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH19-H,286.982,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14287,0.286982,286.982,NA,NA
76080,CBEEEE,EAST END BEACH,2013,2013-10-09,CBEEEE REP 2 2013,CBEEEE_REP_2_2013_2013_1,REP 2 2013,AXYS ANALYTICAL SERVICES,L20804-6,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH24-H,356.049,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14290,0.356049,356.049,NA,NA
76080,CBEEEE,EAST END BEACH,2013,2013-10-09,CBEEEE REP 2 2013,CBEEEE_REP_2_2013_2013_1,REP 2 2013,AXYS ANALYTICAL SERVICES,L20804-6,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH40-H,775.5999,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14293,0.7755999,775.5999,NA,NA
76080,CBEEEE,EAST END BEACH,2013,2013-10-09,CBEEEE REP 3 2013,CBEEEE_REP_3_2013_2013_1,REP 3 2013,AXYS ANALYTICAL SERVICES,L20804-7,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH-H,1223.50685,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14284,1.22350685,1223.50685,NA,NA
76080,CBEEEE,EAST END BEACH,2013,2013-10-09,CBEEEE REP 3 2013,CBEEEE_REP_3_2013_2013_1,REP 3 2013,AXYS ANALYTICAL SERVICES,L20804-7,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH19-H,308.8655,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14287,0.3088655,308.8655,NA,NA
76080,CBEEEE,EAST END BEACH,2013,2013-10-09,CBEEEE REP 3 2013,CBEEEE_REP_3_2013_2013_1,REP 3 2013,AXYS ANALYTICAL SERVICES,L20804-7,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH24-H,383.3355,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14290,0.38333550000000005,383.3355,NA,NA
76080,CBEEEE,EAST END BEACH,2013,2013-10-09,CBEEEE REP 3 2013,CBEEEE_REP_3_2013_2013_1,REP 3 2013,AXYS ANALYTICAL SERVICES,L20804-7,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH40-H,833.0771,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14293,0.8330771,833.0771,NA,NA
76080,CBEEEE,EAST END BEACH,2013,2013-10-09,CBEEEE REP 2 2013,CBEEEE_REP_2_2013_2013_1,REP 2 2013,AXYS ANALYTICAL SERVICES,L20804-6,CALCULATED,CALCULATED,PCB TOTAL TEQ (ND=1/2 DL),1.277,PG/G,NA,NA,NA,NA,NA,NA,1,DEP14138,1.2769999999999998e-6,0.001277,NA,NA
76080,CBEEEE,EAST END BEACH,2013,2013-10-09,CBEEEE REP 2 2013,CBEEEE_REP_2_2013_2013_1,REP 2 2013,AXYS ANALYTICAL SERVICES,L20804-6,E1668A,"EPA: CHLORINATED BIPHENYL CONGENERS IN WATER, SOIL, SEDIMENT, AND TISSUE BY HRGC/HRMS",TOTAL PCB-H,60210.55595,PG/G,NA,NA,NA,NA,NA,NA,NA,DEP14151,0.06021055595,60.21055595,NA,NA
76080,CBEEEE,EAST END BEACH,2013,2013-10-09,CBEEEE REP 3 2013,CBEEEE_REP_3_2013_2013_1,REP 3 2013,AXYS ANALYTICAL SERVICES,L20804-7,CALCULATED,CALCULATED,PCB TOTAL TEQ (ND=1/2 DL),1.253,PG/G,NA,NA,NA,NA,NA,NA,1,DEP14138,1.253e-6,0.001253,NA,NA
76080,CBEEEE,EAST END BEACH,2013,2013-10-09,CBEEEE REP 3 2013,CBEEEE_REP_3_2013_2013_1,REP 3 2013,AXYS ANALYTICAL SERVICES,L20804-7,E1668A,"EPA: CHLORINATED BIPHENYL CONGENERS IN WATER, SOIL, SEDIMENT, AND TISSUE BY HRGC/HRMS",TOTAL PCB-H,58870.9713,PG/G,NA,NA,NA,NA,NA,NA,NA,DEP14151,0.0588709713,58.8709713,NA,NA
76080,CBEEEE,EAST END BEACH,2013,2013-10-09,CBEEEE REP 4 2013,CBEEEE_REP_4_2013_2013_1,REP 4 2013,AXYS ANALYTICAL SERVICES,L20804-8,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH-H,1177.0995,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14284,1.1770995,1177.0995,NA,NA
76080,CBEEEE,EAST END BEACH,2013,2013-10-09,CBEEEE REP 4 2013,CBEEEE_REP_4_2013_2013_1,REP 4 2013,AXYS ANALYTICAL SERVICES,L20804-8,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH19-H,288.1175,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14287,0.2881175,288.1175,NA,NA
76080,CBEEEE,EAST END BEACH,2013,2013-10-09,CBEEEE REP 4 2013,CBEEEE_REP_4_2013_2013_1,REP 4 2013,AXYS ANALYTICAL SERVICES,L20804-8,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH24-H,359.0885,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14290,0.35908850000000003,359.0885,NA,NA
76080,CBEEEE,EAST END BEACH,2013,2013-10-09,CBEEEE REP 4 2013,CBEEEE_REP_4_2013_2013_1,REP 4 2013,AXYS ANALYTICAL SERVICES,L20804-8,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH40-H,763.5528,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14293,0.7635528,763.5528,NA,NA
76080,CBEEEE,EAST END BEACH,2013,2013-10-09,CBEEEE REP 4 2013,CBEEEE_REP_4_2013_2013_1,REP 4 2013,AXYS ANALYTICAL SERVICES,L20804-8,CALCULATED,CALCULATED,PCB TOTAL TEQ (ND=1/2 DL),0.9711,PG/G,NA,NA,NA,NA,NA,NA,1,DEP14138,9.711e-7,9.711e-4,NA,NA
76080,CBEEEE,EAST END BEACH,2015,2015-09-22,CBEEEE REP 1 2015,CBEEEE_REP_1_2015_2015_2,REP 1 2015,AXYS ANALYTICAL SERVICES,L24113-1,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH19-H,318.2739,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14287,0.31827390000000005,318.2739,NA,NA
76080,CBEEEE,EAST END BEACH,2013,2013-10-09,CBEEEE REP 4 2013,CBEEEE_REP_4_2013_2013_1,REP 4 2013,AXYS ANALYTICAL SERVICES,L20804-8,E1668A,"EPA: CHLORINATED BIPHENYL CONGENERS IN WATER, SOIL, SEDIMENT, AND TISSUE BY HRGC/HRMS",TOTAL PCB-H,61351.95255,PG/G,NA,NA,NA,NA,NA,NA,NA,DEP14151,0.06135195255,61.35195255,NA,NA
76080,CBEEEE,EAST END BEACH,2015,2015-09-22,CBEEEE REP 1 2015,CBEEEE_REP_1_2015_2015_2,REP 1 2015,AXYS ANALYTICAL SERVICES,L24113-1,CALCULATED,CALCULATED,PCB TOTAL TEQ (ND=1/2 DL),0.5031,PG/G,NA,NA,NA,NA,NA,METHOD,1,DEP14138,5.031e-7,5.031e-4,NA,NA
76080,CBEEEE,EAST END BEACH,2015,2015-09-22,CBEEEE REP 1 2015,CBEEEE_REP_1_2015_2015_2,REP 1 2015,AXYS ANALYTICAL SERVICES,L24113-1,E1668A,"EPA: CHLORINATED BIPHENYL CONGENERS IN WATER, SOIL, SEDIMENT, AND TISSUE BY HRGC/HRMS",TOTAL PCB-H,58904.92015,PG/G,NA,NA,NA,NA,NA,NA,NA,DEP14151,0.05890492015,58.90492015,NA,NA
76080,CBEEEE,EAST END BEACH,2015,2015-09-22,CBEEEE REP 1 2015,CBEEEE_REP_1_2015_2015_2,REP 1 2015,AXYS ANALYTICAL SERVICES,L24113-1,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH40-H,737.72015,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14293,0.73772015,737.72015,NA,NA
76080,CBEEEE,EAST END BEACH,2015,2015-09-22,CBEEEE REP 1 2015,CBEEEE_REP_1_2015_2015_2,REP 1 2015,AXYS ANALYTICAL SERVICES,L24113-1,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH-H,881.82505,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14284,0.88182505,881.82505,NA,NA
76080,CBEEEE,EAST END BEACH,2015,2015-09-22,CBEEEE REP 1 2015,CBEEEE_REP_1_2015_2015_2,REP 1 2015,AXYS ANALYTICAL SERVICES,L24113-1,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH24-H,372.4009,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14290,0.3724009,372.4009,NA,NA
76080,CBEEEE,EAST END BEACH,2015,2015-09-22,CBEEEE REP 2 2015,CBEEEE_REP_2_2015_2015_2,REP 2 2015,AXYS ANALYTICAL SERVICES,L24113-2,CALCULATED,CALCULATED,PCB TOTAL TEQ (ND=1/2 DL),0.427,PG/G,NA,NA,NA,NA,NA,METHOD,1,DEP14138,4.2699999999999995e-7,4.27e-4,NA,NA
76080,CBEEEE,EAST END BEACH,2015,2015-09-22,CBEEEE REP 2 2015,CBEEEE_REP_2_2015_2015_2,REP 2 2015,AXYS ANALYTICAL SERVICES,L24113-2,E1668A,"EPA: CHLORINATED BIPHENYL CONGENERS IN WATER, SOIL, SEDIMENT, AND TISSUE BY HRGC/HRMS",TOTAL PCB-H,55752.8406,PG/G,NA,NA,NA,NA,NA,NA,NA,DEP14151,0.0557528406,55.752840600000006,NA,NA
76080,CBEEEE,EAST END BEACH,2015,2015-09-22,CBEEEE REP 2 2015,CBEEEE_REP_2_2015_2015_2,REP 2 2015,AXYS ANALYTICAL SERVICES,L24113-2,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH40-H,666.84735,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14293,0.6668473500000001,666.84735,NA,NA
76080,CBEEEE,EAST END BEACH,2015,2015-09-22,CBEEEE REP 2 2015,CBEEEE_REP_2_2015_2015_2,REP 2 2015,AXYS ANALYTICAL SERVICES,L24113-2,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH-H,804.6677,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14284,0.8046677,804.6677,NA,NA
76080,CBEEEE,EAST END BEACH,2015,2015-09-22,CBEEEE REP 2 2015,CBEEEE_REP_2_2015_2015_2,REP 2 2015,AXYS ANALYTICAL SERVICES,L24113-2,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH19-H,280.5334,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14287,0.2805334,280.5334,NA,NA
76080,CBEEEE,EAST END BEACH,2015,2015-09-22,CBEEEE REP 2 2015,CBEEEE_REP_2_2015_2015_2,REP 2 2015,AXYS ANALYTICAL SERVICES,L24113-2,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH24-H,329.2884,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14290,0.32928840000000004,329.2884,NA,NA
76080,CBEEEE,EAST END BEACH,2015,2015-09-22,CBEEEE REP 3 2015,CBEEEE_REP_3_2015_2015_2,REP 3 2015,AXYS ANALYTICAL SERVICES,L24113-3  (A),SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH40-H,752.7555,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14293,0.7527555,752.7555,NA,NA
76080,CBEEEE,EAST END BEACH,2015,2015-09-22,CBEEEE REP 3 2015,CBEEEE_REP_3_2015_2015_2,REP 3 2015,AXYS ANALYTICAL SERVICES,L24113-3  (A),SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH-H,920.6475,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14284,0.9206475000000001,920.6475,NA,NA
76080,CBEEEE,EAST END BEACH,2015,2015-09-22,CBEEEE REP 3 2015,CBEEEE_REP_3_2015_2015_2,REP 3 2015,AXYS ANALYTICAL SERVICES,L24113-3  (A),SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH19-H,316.9403,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14287,0.3169403,316.9403,NA,NA
76080,CBEEEE,EAST END BEACH,2015,2015-09-22,CBEEEE REP 3 2015,CBEEEE_REP_3_2015_2015_2,REP 3 2015,AXYS ANALYTICAL SERVICES,L24113-3  (A),SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH24-H,386.0163,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14290,0.38601630000000003,386.0163,NA,NA
76080,CBEEEE,EAST END BEACH,2015,2015-09-22,CBEEEE REP 4 2015,CBEEEE_REP_4_2015_2015_2,REP 4 2015,AXYS ANALYTICAL SERVICES,L24113-4,CALCULATED,CALCULATED,PCB TOTAL TEQ (ND=1/2 DL),0.5529,PG/G,NA,NA,NA,NA,NA,METHOD,1,DEP14138,5.528999999999999e-7,5.528999999999999e-4,NA,NA
76080,CBEEEE,EAST END BEACH,2015,2015-09-22,CBEEEE REP 3 2015,CBEEEE_REP_3_2015_2015_2,REP 3 2015,AXYS ANALYTICAL SERVICES,L24113-3,CALCULATED,CALCULATED,PCB TOTAL TEQ (ND=1/2 DL),0.5191,PG/G,NA,NA,NA,NA,NA,METHOD,1,DEP14138,5.190999999999999e-7,5.191e-4,NA,NA
76080,CBEEEE,EAST END BEACH,2015,2015-09-22,CBEEEE REP 3 2015,CBEEEE_REP_3_2015_2015_2,REP 3 2015,AXYS ANALYTICAL SERVICES,L24113-3,E1668A,"EPA: CHLORINATED BIPHENYL CONGENERS IN WATER, SOIL, SEDIMENT, AND TISSUE BY HRGC/HRMS",TOTAL PCB-H,66503.03485,PG/G,NA,NA,NA,NA,NA,NA,NA,DEP14151,0.06650303484999999,66.50303484999999,NA,NA
